Run,LoadDate,Experiment,SRAStudy,BioProject,Sample,BioSample,SampleName,Submission,dbgap_study_accession
SRR17762918,2022-01-26 11:47:21,SRX13925764,SRP356854,PRJNA800731,SRS11774297,SAMN25279399,GSM5837327,SRA1362283,
SRR17762919,2022-01-26 11:46:46,SRX13925765,SRP356854,PRJNA800731,SRS11774298,SAMN25279400,GSM5837328,SRA1362283,
SRR17762920,2022-01-26 11:46:55,SRX13925766,SRP356854,PRJNA800731,SRS11774299,SAMN25279401,GSM5837329,SRA1362283,
SRR17762921,2022-01-26 11:48:15,SRX13925767,SRP356854,PRJNA800731,SRS11774301,SAMN25279402,GSM5837330,SRA1362283,
SRR17763402,2022-01-26 11:52:24,SRX13925768,SRP356854,PRJNA800731,SRS11774300,SAMN25279441,GSM5837363,SRA1362283,
SRR17763403,2022-01-26 11:54:13,SRX13925768,SRP356854,PRJNA800731,SRS11774300,SAMN25279441,GSM5837363,SRA1362283,
SRR17763404,2022-01-26 11:52:48,SRX13925769,SRP356854,PRJNA800731,SRS11774302,SAMN25279442,GSM5837364,SRA1362283,
SRR17763405,2022-01-26 11:54:58,SRX13925769,SRP356854,PRJNA800731,SRS11774302,SAMN25279442,GSM5837364,SRA1362283,
SRR17763406,2022-01-26 11:53:27,SRX13925770,SRP356854,PRJNA800731,SRS11774303,SAMN25279443,GSM5837365,SRA1362283,
SRR17763407,2022-01-26 11:52:45,SRX13925771,SRP356854,PRJNA800731,SRS11774305,SAMN25279444,GSM5837366,SRA1362283,
SRR17763408,2022-01-26 11:54:15,SRX13925772,SRP356854,PRJNA800731,SRS11774304,SAMN25279445,GSM5837367,SRA1362283,
SRR17763409,2022-01-26 11:54:32,SRX13925773,SRP356854,PRJNA800731,SRS11774306,SAMN25279446,GSM5837368,SRA1362283,
SRR17763410,2022-01-26 11:54:48,SRX13925774,SRP356854,PRJNA800731,SRS11774307,SAMN25279447,GSM5837369,SRA1362283,
SRR17763411,2022-01-26 11:54:32,SRX13925775,SRP356854,PRJNA800731,SRS11774308,SAMN25279460,GSM5837370,SRA1362283,
SRR17763428,2022-01-26 11:55:44,SRX13925776,SRP356854,PRJNA800731,SRS11774310,SAMN25279477,GSM5837387,SRA1362283,
SRR17763429,2022-01-26 11:55:09,SRX13925777,SRP356854,PRJNA800731,SRS11774309,SAMN25279478,GSM5837388,SRA1362283,
SRR17763430,2022-01-26 11:54:51,SRX13925778,SRP356854,PRJNA800731,SRS11774312,SAMN25279479,GSM5837389,SRA1362283,
SRR17763431,2022-01-26 11:53:16,SRX13925779,SRP356854,PRJNA800731,SRS11774311,SAMN25279480,GSM5837390,SRA1362283,
SRR17763432,2022-01-26 11:54:47,SRX13925780,SRP356854,PRJNA800731,SRS11774313,SAMN25279481,GSM5837391,SRA1362283,
SRR17763433,2022-01-26 11:54:44,SRX13925781,SRP356854,PRJNA800731,SRS11774315,SAMN25279482,GSM5837392,SRA1362283,
SRR17763434,2022-01-26 11:53:17,SRX13925782,SRP356854,PRJNA800731,SRS11774314,SAMN25279718,GSM5837393,SRA1362283,
SRR17763435,2022-01-26 11:55:06,SRX13925783,SRP356854,PRJNA800731,SRS11774318,SAMN25279719,GSM5837394,SRA1362283,
SRR17763452,2022-01-26 11:54:40,SRX13925784,SRP356854,PRJNA800731,SRS11774316,SAMN25279736,GSM5837411,SRA1362283,
SRR17763453,2022-01-26 11:53:58,SRX13925785,SRP356854,PRJNA800731,SRS11774317,SAMN25279737,GSM5837412,SRA1362283,
SRR17763454,2022-01-26 11:54:53,SRX13925786,SRP356854,PRJNA800731,SRS11774319,SAMN25279738,GSM5837413,SRA1362283,
SRR17763455,2022-01-26 11:53:30,SRX13925787,SRP356854,PRJNA800731,SRS11774320,SAMN25279758,GSM5837414,SRA1362283,
SRR17763456,2022-01-26 11:54:51,SRX13925788,SRP356854,PRJNA800731,SRS11774321,SAMN25279739,GSM5837415,SRA1362283,
SRR17763457,2022-01-26 11:56:20,SRX13925789,SRP356854,PRJNA800731,SRS11774322,SAMN25279740,GSM5837416,SRA1362283,
SRR17763458,2022-01-26 11:55:10,SRX13925790,SRP356854,PRJNA800731,SRS11774323,SAMN25279750,GSM5837417,SRA1362283,
SRR17763459,2022-01-26 11:54:08,SRX13925791,SRP356854,PRJNA800731,SRS11774326,SAMN25279752,GSM5837418,SRA1362283,
SRR17763476,2022-01-26 11:55:58,SRX13925792,SRP356854,PRJNA800731,SRS11774324,SAMN25279831,GSM5837435,SRA1362283,
SRR17763477,2022-01-26 11:54:44,SRX13925793,SRP356854,PRJNA800731,SRS11774325,SAMN25279832,GSM5837436,SRA1362283,
SRR17763478,2022-01-26 11:55:10,SRX13925794,SRP356854,PRJNA800731,SRS11774327,SAMN25279833,GSM5837437,SRA1362283,
SRR17763479,2022-01-26 11:55:08,SRX13925795,SRP356854,PRJNA800731,SRS11774328,SAMN25279834,GSM5837438,SRA1362283,
SRR17763480,2022-01-26 11:54:36,SRX13925796,SRP356854,PRJNA800731,SRS11774329,SAMN25280030,GSM5837439,SRA1362283,
SRR17763481,2022-01-26 11:55:04,SRX13925797,SRP356854,PRJNA800731,SRS11774330,SAMN25279835,GSM5837440,SRA1362283,
SRR17763482,2022-01-26 11:55:43,SRX13925798,SRP356854,PRJNA800731,SRS11774331,SAMN25279836,GSM5837441,SRA1362283,
SRR17763483,2022-01-26 11:55:02,SRX13925799,SRP356854,PRJNA800731,SRS11774332,SAMN25279837,GSM5837442,SRA1362283,
SRR17762829,2022-01-26 11:45:03,SRX13925700,SRP356854,PRJNA800731,SRS11774235,SAMN25279094,GSM5837055,SRA1362283,
SRR17762830,2022-01-26 11:44:42,SRX13925701,SRP356854,PRJNA800731,SRS11774234,SAMN25279095,GSM5837056,SRA1362283,
SRR17762831,2022-01-26 11:44:12,SRX13925702,SRP356854,PRJNA800731,SRS11774233,SAMN25279096,GSM5837057,SRA1362283,
SRR17762832,2022-01-26 11:42:53,SRX13925703,SRP356854,PRJNA800731,SRS11774237,SAMN25279097,GSM5837058,SRA1362283,
SRR17763016,2022-01-26 11:46:13,SRX13925704,SRP356854,PRJNA800731,SRS11774239,SAMN25279118,GSM5837083,SRA1362283,
SRR17763017,2022-01-26 11:44:35,SRX13925705,SRP356854,PRJNA800731,SRS11774236,SAMN25279119,GSM5837084,SRA1362283,
SRR17763018,2022-01-26 11:45:00,SRX13925706,SRP356854,PRJNA800731,SRS11774238,SAMN25279124,GSM5837085,SRA1362283,
SRR17763019,2022-01-26 11:46:00,SRX13925707,SRP356854,PRJNA800731,SRS11774240,SAMN25279125,GSM5837086,SRA1362283,
SRR17763020,2022-01-26 11:45:32,SRX13925708,SRP356854,PRJNA800731,SRS11774241,SAMN25279126,GSM5837087,SRA1362283,
SRR17763021,2022-01-26 11:46:02,SRX13925709,SRP356854,PRJNA800731,SRS11774242,SAMN25279127,GSM5837088,SRA1362283,
SRR17763022,2022-01-26 11:46:06,SRX13925710,SRP356854,PRJNA800731,SRS11774243,SAMN25279128,GSM5837089,SRA1362283,
SRR17763023,2022-01-26 11:46:35,SRX13925711,SRP356854,PRJNA800731,SRS11774245,SAMN25279129,GSM5837090,SRA1362283,
SRR17763048,2022-01-26 11:48:35,SRX13925712,SRP356854,PRJNA800731,SRS11774244,SAMN25279154,GSM5837115,SRA1362283,
SRR17763049,2022-01-26 11:46:42,SRX13925713,SRP356854,PRJNA800731,SRS11774247,SAMN25279155,GSM5837116,SRA1362283,
SRR17763050,2022-01-26 11:46:52,SRX13925714,SRP356854,PRJNA800731,SRS11774246,SAMN25279156,GSM5837117,SRA1362283,
SRR17763051,2022-01-26 11:46:08,SRX13925715,SRP356854,PRJNA800731,SRS11774248,SAMN25279157,GSM5837118,SRA1362283,
SRR17763052,2022-01-26 11:47:08,SRX13925716,SRP356854,PRJNA800731,SRS11774249,SAMN25279158,GSM5837119,SRA1362283,
SRR17763053,2022-01-26 11:47:17,SRX13925717,SRP356854,PRJNA800731,SRS11774250,SAMN25279159,GSM5837120,SRA1362283,
SRR17763054,2022-01-26 11:46:37,SRX13925718,SRP356854,PRJNA800731,SRS11774252,SAMN25279160,GSM5837121,SRA1362283,
SRR17763055,2022-01-26 11:46:01,SRX13925719,SRP356854,PRJNA800731,SRS11774251,SAMN25279161,GSM5837122,SRA1362283,
SRR17763208,2022-01-26 11:49:26,SRX13925720,SRP356854,PRJNA800731,SRS11774254,SAMN25279218,GSM5837179,SRA1362283,
SRR17763209,2022-01-26 11:48:19,SRX13925721,SRP356854,PRJNA800731,SRS11774253,SAMN25279219,GSM5837180,SRA1362283,
SRR17763210,2022-01-26 11:47:56,SRX13925722,SRP356854,PRJNA800731,SRS11774255,SAMN25279220,GSM5837181,SRA1362283,
SRR17763211,2022-01-26 11:48:44,SRX13925723,SRP356854,PRJNA800731,SRS11774256,SAMN25279221,GSM5837182,SRA1362283,
SRR17763212,2022-01-26 11:48:34,SRX13925724,SRP356854,PRJNA800731,SRS11774257,SAMN25279222,GSM5837183,SRA1362283,
SRR17763213,2022-01-26 11:49:40,SRX13925725,SRP356854,PRJNA800731,SRS11774259,SAMN25279223,GSM5837184,SRA1362283,
SRR17763214,2022-01-26 11:48:26,SRX13925726,SRP356854,PRJNA800731,SRS11774258,SAMN25279224,GSM5837185,SRA1362283,
SRR17763215,2022-01-26 11:48:02,SRX13925727,SRP356854,PRJNA800731,SRS11774261,SAMN25279225,GSM5837186,SRA1362283,
SRR17763232,2022-01-26 11:48:12,SRX13925728,SRP356854,PRJNA800731,SRS11774260,SAMN25279242,GSM5837203,SRA1362283,
SRR17763233,2022-01-26 11:56:23,SRX13925728,SRP356854,PRJNA800731,SRS11774260,SAMN25279242,GSM5837203,SRA1362283,
SRR17763234,2022-01-26 11:48:02,SRX13925729,SRP356854,PRJNA800731,SRS11774262,SAMN25279243,GSM5837204,SRA1362283,
SRR17763235,2022-01-26 11:56:16,SRX13925729,SRP356854,PRJNA800731,SRS11774262,SAMN25279243,GSM5837204,SRA1362283,
SRR17763236,2022-01-26 11:47:21,SRX13925730,SRP356854,PRJNA800731,SRS11774263,SAMN25279244,GSM5837205,SRA1362283,
SRR17763237,2022-01-26 11:49:39,SRX13925730,SRP356854,PRJNA800731,SRS11774263,SAMN25279244,GSM5837205,SRA1362283,
SRR17763238,2022-01-26 11:48:01,SRX13925731,SRP356854,PRJNA800731,SRS11774264,SAMN25279245,GSM5837206,SRA1362283,
SRR17763239,2022-01-26 11:52:57,SRX13925731,SRP356854,PRJNA800731,SRS11774264,SAMN25279245,GSM5837206,SRA1362283,
SRR17763240,2022-01-26 11:47:30,SRX13925732,SRP356854,PRJNA800731,SRS11774267,SAMN25279246,GSM5837207,SRA1362283,
SRR17763241,2022-01-26 11:52:47,SRX13925732,SRP356854,PRJNA800731,SRS11774267,SAMN25279246,GSM5837207,SRA1362283,
SRR17763242,2022-01-26 11:47:47,SRX13925733,SRP356854,PRJNA800731,SRS11774266,SAMN25279247,GSM5837208,SRA1362283,
SRR17763243,2022-01-26 11:53:43,SRX13925733,SRP356854,PRJNA800731,SRS11774266,SAMN25279247,GSM5837208,SRA1362283,
SRR17763244,2022-01-26 11:47:43,SRX13925734,SRP356854,PRJNA800731,SRS11774265,SAMN25279248,GSM5837209,SRA1362283,
SRR17763245,2022-01-26 11:52:22,SRX13925734,SRP356854,PRJNA800731,SRS11774265,SAMN25279248,GSM5837209,SRA1362283,
SRR17763246,2022-01-26 11:48:10,SRX13925735,SRP356854,PRJNA800731,SRS11774268,SAMN25279249,GSM5837210,SRA1362283,
SRR17763247,2022-01-26 11:53:26,SRX13925735,SRP356854,PRJNA800731,SRS11774268,SAMN25279249,GSM5837210,SRA1362283,
SRR17763265,2022-01-26 11:51:28,SRX13925736,SRP356854,PRJNA800731,SRS11774269,SAMN25279303,GSM5837227,SRA1362283,
SRR17763266,2022-01-26 11:51:51,SRX13925737,SRP356854,PRJNA800731,SRS11774270,SAMN25279306,GSM5837228,SRA1362283,
SRR17763267,2022-01-26 11:50:59,SRX13925738,SRP356854,PRJNA800731,SRS11774271,SAMN25279307,GSM5837229,SRA1362283,
SRR17763268,2022-01-26 11:52:53,SRX13925739,SRP356854,PRJNA800731,SRS11774273,SAMN25279308,GSM5837230,SRA1362283,
SRR17762777,2022-01-26 11:43:25,SRX13925680,SRP356854,PRJNA800731,SRS11774213,SAMN25278818,GSM5837003,SRA1362283,
SRR17762778,2022-01-26 11:44:35,SRX13925681,SRP356854,PRJNA800731,SRS11774214,SAMN25278819,GSM5837004,SRA1362283,
SRR17762779,2022-01-26 11:44:00,SRX13925682,SRP356854,PRJNA800731,SRS11774217,SAMN25278820,GSM5837005,SRA1362283,
SRR17762780,2022-01-26 11:44:23,SRX13925683,SRP356854,PRJNA800731,SRS11774215,SAMN25278821,GSM5837006,SRA1362283,
SRR17762781,2022-01-26 11:45:32,SRX13925684,SRP356854,PRJNA800731,SRS11774216,SAMN25278822,GSM5837007,SRA1362283,
SRR17762782,2022-01-26 11:44:41,SRX13925685,SRP356854,PRJNA800731,SRS11774218,SAMN25278823,GSM5837008,SRA1362283,
SRR17762783,2022-01-26 11:44:10,SRX13925686,SRP356854,PRJNA800731,SRS11774219,SAMN25278824,GSM5837009,SRA1362283,
SRR17762784,2022-01-26 11:45:28,SRX13925687,SRP356854,PRJNA800731,SRS11774220,SAMN25278825,GSM5837010,SRA1362283,
SRR17762801,2022-01-26 11:41:56,SRX13925688,SRP356854,PRJNA800731,SRS11774221,SAMN25279066,GSM5837027,SRA1362283,
SRR17762802,2022-01-26 11:45:21,SRX13925689,SRP356854,PRJNA800731,SRS11774224,SAMN25279067,GSM5837028,SRA1362283,
SRR17762803,2022-01-26 11:45:21,SRX13925690,SRP356854,PRJNA800731,SRS11774222,SAMN25279068,GSM5837029,SRA1362283,
SRR17762804,2022-01-26 11:45:23,SRX13925691,SRP356854,PRJNA800731,SRS11774223,SAMN25279069,GSM5837030,SRA1362283,
SRR17762805,2022-01-26 11:45:10,SRX13925692,SRP356854,PRJNA800731,SRS11774225,SAMN25279070,GSM5837031,SRA1362283,
SRR17762806,2022-01-26 11:45:04,SRX13925693,SRP356854,PRJNA800731,SRS11774226,SAMN25279071,GSM5837032,SRA1362283,
SRR17762807,2022-01-26 11:45:04,SRX13925694,SRP356854,PRJNA800731,SRS11774227,SAMN25279072,GSM5837033,SRA1362283,
SRR17762808,2022-01-26 11:46:34,SRX13925695,SRP356854,PRJNA800731,SRS11774228,SAMN25279073,GSM5837034,SRA1362283,
SRR17762825,2022-01-26 11:43:56,SRX13925696,SRP356854,PRJNA800731,SRS11774229,SAMN25279090,GSM5837051,SRA1362283,
SRR17762826,2022-01-26 11:43:04,SRX13925697,SRP356854,PRJNA800731,SRS11774232,SAMN25279091,GSM5837052,SRA1362283,
SRR17762827,2022-01-26 11:43:57,SRX13925698,SRP356854,PRJNA800731,SRS11774230,SAMN25279092,GSM5837053,SRA1362283,
SRR17762828,2022-01-26 11:44:12,SRX13925699,SRP356854,PRJNA800731,SRS11774231,SAMN25279093,GSM5837054,SRA1362283,
SRR17763484,2022-01-26 11:55:28,SRX13925640,SRP356854,PRJNA800731,SRS11774173,SAMN25279838,GSM5837443,SRA1362283,
SRR17763485,2022-01-26 11:55:52,SRX13925641,SRP356854,PRJNA800731,SRS11774175,SAMN25279839,GSM5837444,SRA1362283,
SRR17763486,2022-01-26 11:55:06,SRX13925642,SRP356854,PRJNA800731,SRS11774176,SAMN25279840,GSM5837445,SRA1362283,
SRR17763487,2022-01-26 11:53:51,SRX13925643,SRP356854,PRJNA800731,SRS11774174,SAMN25279841,GSM5837446,SRA1362283,
SRR17763104,2022-01-26 11:49:41,SRX13925644,SRP356854,PRJNA800731,SRS11774177,SAMN25279842,GSM5837447,SRA1362283,
SRR17763105,2022-01-26 11:48:33,SRX13925645,SRP356854,PRJNA800731,SRS11774178,SAMN25279843,GSM5837448,SRA1362283,
SRR17763106,2022-01-26 11:48:49,SRX13925646,SRP356854,PRJNA800731,SRS11774179,SAMN25279844,GSM5837449,SRA1362283,
SRR17763107,2022-01-26 11:49:22,SRX13925647,SRP356854,PRJNA800731,SRS11774180,SAMN25279845,GSM5837450,SRA1362283,
SRR17763172,2022-01-26 11:48:08,SRX13925648,SRP356854,PRJNA800731,SRS11774182,SAMN25279515,GSM5837515,SRA1362283,
SRR17763173,2022-01-26 11:49:35,SRX13925649,SRP356854,PRJNA800731,SRS11774181,SAMN25279516,GSM5837516,SRA1362283,
SRR17763174,2022-01-26 11:48:42,SRX13925650,SRP356854,PRJNA800731,SRS11774184,SAMN25279517,GSM5837517,SRA1362283,
SRR17763175,2022-01-26 11:49:40,SRX13925651,SRP356854,PRJNA800731,SRS11774183,SAMN25279518,GSM5837518,SRA1362283,
SRR17763176,2022-01-26 11:49:48,SRX13925652,SRP356854,PRJNA800731,SRS11774187,SAMN25279519,GSM5837519,SRA1362283,
SRR17763177,2022-01-26 11:50:59,SRX13925653,SRP356854,PRJNA800731,SRS11774185,SAMN25279520,GSM5837520,SRA1362283,
SRR17763178,2022-01-26 11:51:00,SRX13925654,SRP356854,PRJNA800731,SRS11774186,SAMN25279521,GSM5837521,SRA1362283,
SRR17763179,2022-01-26 11:50:53,SRX13925655,SRP356854,PRJNA800731,SRS11774189,SAMN25279522,GSM5837522,SRA1362283,
SRR17763188,2022-01-26 11:50:29,SRX13925656,SRP356854,PRJNA800731,SRS11774188,SAMN25279533,GSM5837531,SRA1362283,
SRR17763189,2022-01-26 11:49:53,SRX13925657,SRP356854,PRJNA800731,SRS11774190,SAMN25279534,GSM5837532,SRA1362283,
SRR17763190,2022-01-26 11:49:07,SRX13925658,SRP356854,PRJNA800731,SRS11774192,SAMN25279540,GSM5837533,SRA1362283,
SRR17763191,2022-01-26 11:50:05,SRX13925659,SRP356854,PRJNA800731,SRS11774191,SAMN25279541,GSM5837534,SRA1362283,
SRR17763192,2022-01-26 11:49:36,SRX13925660,SRP356854,PRJNA800731,SRS11774193,SAMN25279528,GSM5837535,SRA1362283,
SRR17763193,2022-01-26 11:49:35,SRX13925661,SRP356854,PRJNA800731,SRS11774194,SAMN25279529,GSM5837536,SRA1362283,
SRR17763194,2022-01-26 11:49:59,SRX13925662,SRP356854,PRJNA800731,SRS11774195,SAMN25279542,GSM5837537,SRA1362283,
SRR17763195,2022-01-26 11:51:15,SRX13925663,SRP356854,PRJNA800731,SRS11774196,SAMN25279543,GSM5837538,SRA1362283,
SRR17763324,2022-01-26 11:52:50,SRX13925664,SRP356854,PRJNA800731,SRS11774197,SAMN25279576,GSM5837571,SRA1362283,
SRR17763325,2022-01-26 11:51:59,SRX13925665,SRP356854,PRJNA800731,SRS11774201,SAMN25279577,GSM5837572,SRA1362283,
SRR17763326,2022-01-26 11:53:11,SRX13925666,SRP356854,PRJNA800731,SRS11774198,SAMN25279578,GSM5837573,SRA1362283,
SRR17763327,2022-01-26 11:52:03,SRX13925667,SRP356854,PRJNA800731,SRS11774200,SAMN25279579,GSM5837574,SRA1362283,
SRR17763328,2022-01-26 11:53:17,SRX13925668,SRP356854,PRJNA800731,SRS11774199,SAMN25279624,GSM5837575,SRA1362283,
SRR17763329,2022-01-26 11:53:03,SRX13925669,SRP356854,PRJNA800731,SRS11774202,SAMN25279625,GSM5837576,SRA1362283,
SRR17763330,2022-01-26 11:51:15,SRX13925670,SRP356854,PRJNA800731,SRS11774203,SAMN25279626,GSM5837577,SRA1362283,
SRR17763331,2022-01-26 11:50:47,SRX13925671,SRP356854,PRJNA800731,SRS11774204,SAMN25279627,GSM5837578,SRA1362283,
SRR17763356,2022-01-26 11:51:00,SRX13925672,SRP356854,PRJNA800731,SRS11774205,SAMN25279652,GSM5837603,SRA1362283,
SRR17763357,2022-01-26 11:49:11,SRX13925673,SRP356854,PRJNA800731,SRS11774206,SAMN25279653,GSM5837604,SRA1362283,
SRR17763358,2022-01-26 11:51:07,SRX13925674,SRP356854,PRJNA800731,SRS11774208,SAMN25279654,GSM5837605,SRA1362283,
SRR17763359,2022-01-26 11:50:44,SRX13925675,SRP356854,PRJNA800731,SRS11774207,SAMN25279655,GSM5837606,SRA1362283,
SRR17763360,2022-01-26 11:50:08,SRX13925676,SRP356854,PRJNA800731,SRS11774209,SAMN25279656,GSM5837607,SRA1362283,
SRR17763361,2022-01-26 11:50:46,SRX13925677,SRP356854,PRJNA800731,SRS11774210,SAMN25279657,GSM5837608,SRA1362283,
SRR17763362,2022-01-26 11:50:44,SRX13925678,SRP356854,PRJNA800731,SRS11774211,SAMN25279658,GSM5837609,SRA1362283,
SRR17763363,2022-01-26 11:50:59,SRX13925679,SRP356854,PRJNA800731,SRS11774212,SAMN25279659,GSM5837610,SRA1362283,
SRR17762930,2022-01-26 11:47:45,SRX13925600,SRP356854,PRJNA800731,SRS11774132,SAMN25279417,GSM5837339,SRA1362283,
SRR17762931,2022-01-26 11:47:51,SRX13925601,SRP356854,PRJNA800731,SRS11774134,SAMN25279418,GSM5837340,SRA1362283,
SRR17762932,2022-01-26 11:49:03,SRX13925602,SRP356854,PRJNA800731,SRS11774135,SAMN25279419,GSM5837341,SRA1362283,
SRR17762933,2022-01-26 11:48:01,SRX13925603,SRP356854,PRJNA800731,SRS11774136,SAMN25279420,GSM5837342,SRA1362283,
SRR17762934,2022-01-26 11:48:10,SRX13925604,SRP356854,PRJNA800731,SRS11774137,SAMN25279421,GSM5837343,SRA1362283,
SRR17762935,2022-01-26 11:49:03,SRX13925605,SRP356854,PRJNA800731,SRS11774138,SAMN25279422,GSM5837344,SRA1362283,
SRR17762936,2022-01-26 11:48:28,SRX13925606,SRP356854,PRJNA800731,SRS11774139,SAMN25279423,GSM5837345,SRA1362283,
SRR17762937,2022-01-26 11:48:20,SRX13925607,SRP356854,PRJNA800731,SRS11774142,SAMN25279424,GSM5837346,SRA1362283,
SRR17762938,2022-01-26 11:48:18,SRX13925608,SRP356854,PRJNA800731,SRS11774140,SAMN25279425,GSM5837347,SRA1362283,
SRR17762939,2022-01-26 11:47:35,SRX13925609,SRP356854,PRJNA800731,SRS11774141,SAMN25279426,GSM5837348,SRA1362283,
SRR17762940,2022-01-26 11:49:54,SRX13925610,SRP356854,PRJNA800731,SRS11774143,SAMN25279427,GSM5837349,SRA1362283,
SRR17762941,2022-01-26 11:48:41,SRX13925611,SRP356854,PRJNA800731,SRS11774144,SAMN25279428,GSM5837350,SRA1362283,
SRR17762942,2022-01-26 11:48:15,SRX13925612,SRP356854,PRJNA800731,SRS11774145,SAMN25279432,GSM5837351,SRA1362283,
SRR17762943,2022-01-26 11:49:04,SRX13925613,SRP356854,PRJNA800731,SRS11774146,SAMN25279433,GSM5837352,SRA1362283,
SRR17762944,2022-01-26 11:49:00,SRX13925614,SRP356854,PRJNA800731,SRS11774150,SAMN25279434,GSM5837353,SRA1362283,
SRR17763392,2022-01-26 11:55:06,SRX13925615,SRP356854,PRJNA800731,SRS11774147,SAMN25279435,GSM5837354,SRA1362283,
SRR17763412,2022-01-26 11:54:31,SRX13925616,SRP356854,PRJNA800731,SRS11774148,SAMN25279461,GSM5837371,SRA1362283,
SRR17763413,2022-01-26 11:54:53,SRX13925617,SRP356854,PRJNA800731,SRS11774149,SAMN25279462,GSM5837372,SRA1362283,
SRR17763414,2022-01-26 11:53:46,SRX13925618,SRP356854,PRJNA800731,SRS11774151,SAMN25279463,GSM5837373,SRA1362283,
SRR17763415,2022-01-26 11:55:00,SRX13925619,SRP356854,PRJNA800731,SRS11774152,SAMN25279464,GSM5837374,SRA1362283,
SRR17763416,2022-01-26 11:54:39,SRX13925620,SRP356854,PRJNA800731,SRS11774153,SAMN25279465,GSM5837375,SRA1362283,
SRR17763417,2022-01-26 11:53:59,SRX13925621,SRP356854,PRJNA800731,SRS11774154,SAMN25279466,GSM5837376,SRA1362283,
SRR17763418,2022-01-26 11:54:57,SRX13925622,SRP356854,PRJNA800731,SRS11774155,SAMN25279467,GSM5837377,SRA1362283,
SRR17763419,2022-01-26 11:55:06,SRX13925623,SRP356854,PRJNA800731,SRS11774157,SAMN25279468,GSM5837378,SRA1362283,
SRR17763444,2022-01-26 11:52:47,SRX13925624,SRP356854,PRJNA800731,SRS11774156,SAMN25279728,GSM5837403,SRA1362283,
SRR17763445,2022-01-26 11:54:20,SRX13925625,SRP356854,PRJNA800731,SRS11774158,SAMN25279729,GSM5837404,SRA1362283,
SRR17763446,2022-01-26 11:53:32,SRX13925626,SRP356854,PRJNA800731,SRS11774159,SAMN25279730,GSM5837405,SRA1362283,
SRR17763447,2022-01-26 11:52:36,SRX13925627,SRP356854,PRJNA800731,SRS11774161,SAMN25279731,GSM5837406,SRA1362283,
SRR17763448,2022-01-26 11:54:36,SRX13925628,SRP356854,PRJNA800731,SRS11774160,SAMN25279732,GSM5837407,SRA1362283,
SRR17763449,2022-01-26 11:54:07,SRX13925629,SRP356854,PRJNA800731,SRS11774162,SAMN25279733,GSM5837408,SRA1362283,
SRR17763450,2022-01-26 11:54:16,SRX13925630,SRP356854,PRJNA800731,SRS11774163,SAMN25279734,GSM5837409,SRA1362283,
SRR17763451,2022-01-26 11:52:47,SRX13925631,SRP356854,PRJNA800731,SRS11774164,SAMN25279735,GSM5837410,SRA1362283,
SRR17763460,2022-01-26 11:54:50,SRX13925632,SRP356854,PRJNA800731,SRS11774165,SAMN25279754,GSM5837419,SRA1362283,
SRR17763461,2022-01-26 11:53:32,SRX13925633,SRP356854,PRJNA800731,SRS11774166,SAMN25279756,GSM5837420,SRA1362283,
SRR17763462,2022-01-26 11:54:50,SRX13925634,SRP356854,PRJNA800731,SRS11774167,SAMN25279760,GSM5837421,SRA1362283,
SRR17763463,2022-01-26 11:54:33,SRX13925635,SRP356854,PRJNA800731,SRS11774170,SAMN25279762,GSM5837422,SRA1362283,
SRR17763464,2022-01-26 11:54:30,SRX13925636,SRP356854,PRJNA800731,SRS11774168,SAMN25279819,GSM5837423,SRA1362283,
SRR17763465,2022-01-26 11:53:36,SRX13925637,SRP356854,PRJNA800731,SRS11774169,SAMN25279820,GSM5837424,SRA1362283,
SRR17763466,2022-01-26 11:53:39,SRX13925638,SRP356854,PRJNA800731,SRS11774171,SAMN25279821,GSM5837425,SRA1362283,
SRR17763467,2022-01-26 11:55:47,SRX13925639,SRP356854,PRJNA800731,SRS11774172,SAMN25279822,GSM5837426,SRA1362283,
SRR17763036,2022-01-26 11:46:02,SRX13925540,SRP356854,PRJNA800731,SRS11774074,SAMN25279142,GSM5837103,SRA1362283,
SRR17763037,2022-01-26 11:45:41,SRX13925541,SRP356854,PRJNA800731,SRS11774073,SAMN25279143,GSM5837104,SRA1362283,
SRR17763038,2022-01-26 11:45:56,SRX13925542,SRP356854,PRJNA800731,SRS11774075,SAMN25279144,GSM5837105,SRA1362283,
SRR17763039,2022-01-26 11:46:15,SRX13925543,SRP356854,PRJNA800731,SRS11774076,SAMN25279145,GSM5837106,SRA1362283,
SRR17763064,2022-01-26 11:47:30,SRX13925544,SRP356854,PRJNA800731,SRS11774077,SAMN25279170,GSM5837131,SRA1362283,
SRR17763065,2022-01-26 11:46:47,SRX13925545,SRP356854,PRJNA800731,SRS11774079,SAMN25279171,GSM5837132,SRA1362283,
SRR17763066,2022-01-26 11:47:09,SRX13925546,SRP356854,PRJNA800731,SRS11774078,SAMN25279172,GSM5837133,SRA1362283,
SRR17763067,2022-01-26 11:46:38,SRX13925547,SRP356854,PRJNA800731,SRS11774081,SAMN25279173,GSM5837134,SRA1362283,
SRR17763068,2022-01-26 11:47:55,SRX13925548,SRP356854,PRJNA800731,SRS11774080,SAMN25279174,GSM5837135,SRA1362283,
SRR17763069,2022-01-26 11:46:42,SRX13925549,SRP356854,PRJNA800731,SRS11774082,SAMN25279175,GSM5837136,SRA1362283,
