Run,LoadDate,Experiment,SRAStudy,BioProject,Sample,BioSample,SampleName,Submission,dbgap_study_accession
SRR14088842,2021-03-28 18:58:04,SRX10463236,SRP312487,PRJNA718090,SRS8594001,SAMN18521957,GSM5216107,SRA1211456,
SRR14088843,2021-03-28 18:44:36,SRX10463237,SRP312487,PRJNA718090,SRS8594003,SAMN18521956,GSM5216108,SRA1211456,
SRR14088844,2021-03-28 19:05:37,SRX10463238,SRP312487,PRJNA718090,SRS8594002,SAMN18521955,GSM5216109,SRA1211456,
SRR14088845,2021-03-28 19:10:46,SRX10463239,SRP312487,PRJNA718090,SRS8594004,SAMN18521954,GSM5216110,SRA1211456,
SRR14088846,2021-03-28 19:02:05,SRX10463240,SRP312487,PRJNA718090,SRS8594005,SAMN18521949,GSM5216111,SRA1211456,
SRR14088847,2021-03-28 19:07:38,SRX10463241,SRP312487,PRJNA718090,SRS8594006,SAMN18521948,GSM5216112,SRA1211456,
SRR14088848,2021-03-28 19:06:33,SRX10463242,SRP312487,PRJNA718090,SRS8594007,SAMN18521947,GSM5216113,SRA1211456,
SRR9993436,2019-08-18 11:22:00,SRX6732645,SRP218681,PRJNA560687,SRS5284445,SAMN12597546,GSM4038085,SRA943626,
SRR10365941,2019-10-30 13:25:17,SRX7073939,SRP227484,PRJNA580446,SRS5589833,SAMN13159200,GSM4144291,SRA987246,
SRR10365942,2019-10-30 13:26:41,SRX7073940,SRP227484,PRJNA580446,SRS5589834,SAMN13159199,GSM4144292,SRA987246,
SRR10365943,2019-10-30 13:28:31,SRX7073941,SRP227484,PRJNA580446,SRS5589835,SAMN13159198,GSM4144293,SRA987246,
SRR10365944,2019-10-30 13:26:02,SRX7073942,SRP227484,PRJNA580446,SRS5589836,SAMN13159197,GSM4144294,SRA987246,
SRR10365945,2019-10-30 13:21:56,SRX7073943,SRP227484,PRJNA580446,SRS5589837,SAMN13159196,GSM4144295,SRA987246,
SRR10365946,2019-10-30 13:26:45,SRX7073944,SRP227484,PRJNA580446,SRS5589838,SAMN13159195,GSM4144296,SRA987246,
SRR10365947,2019-11-01 10:55:44,SRX7073945,SRP227484,PRJNA580446,SRS5589839,SAMN13159194,GSM4144297,SRA987246,
SRR10365948,2019-10-30 13:25:04,SRX7073946,SRP227484,PRJNA580446,SRS5589840,SAMN13159193,GSM4144298,SRA987246,
SRR10533556,2019-11-26 18:52:25,SRX7217515,SRP233284,PRJNA591800,SRS5720163,SAMN13389354,GSM4192571,SRA1003119,
SRR10533557,2019-11-26 19:21:30,SRX7217516,SRP233284,PRJNA591800,SRS5720164,SAMN13389353,GSM4192572,SRA1003119,
SRR10533558,2019-11-26 19:10:23,SRX7217517,SRP233284,PRJNA591800,SRS5720165,SAMN13389352,GSM4192573,SRA1003119,
SRR10533559,2019-11-26 19:42:13,SRX7217518,SRP233284,PRJNA591800,SRS5720166,SAMN13389351,GSM4192574,SRA1003119,
SRR10533560,2019-11-26 19:34:59,SRX7217519,SRP233284,PRJNA591800,SRS5720167,SAMN13389349,GSM4192575,SRA1003119,
SRR10533561,2019-11-26 18:59:04,SRX7217520,SRP233284,PRJNA591800,SRS5720168,SAMN13389348,GSM4192576,SRA1003119,
SRR10533562,2019-11-26 21:47:29,SRX7217521,SRP233284,PRJNA591800,SRS5720169,SAMN13389347,GSM4192577,SRA1003119,
SRR10533563,2019-11-26 18:39:39,SRX7217522,SRP233284,PRJNA591800,SRS5720170,SAMN13389346,GSM4192578,SRA1003119,
SRR10533564,2019-11-26 17:53:43,SRX7217523,SRP233284,PRJNA591800,SRS5720171,SAMN13389345,GSM4192579,SRA1003119,
SRR10533565,2019-11-26 21:45:36,SRX7217524,SRP233284,PRJNA591800,SRS5720172,SAMN13389344,GSM4192580,SRA1003119,
SRR10533566,2019-11-26 19:06:47,SRX7217525,SRP233284,PRJNA591800,SRS5720173,SAMN13389343,GSM4192581,SRA1003119,
SRR10533567,2019-11-26 18:36:53,SRX7217526,SRP233284,PRJNA591800,SRS5720174,SAMN13389342,GSM4192582,SRA1003119,
SRR10533568,2019-11-26 19:52:41,SRX7217527,SRP233284,PRJNA591800,SRS5720175,SAMN13389341,GSM4192583,SRA1003119,
SRR10533569,2019-11-26 19:09:16,SRX7217528,SRP233284,PRJNA591800,SRS5720176,SAMN13389340,GSM4192584,SRA1003119,
SRR10533570,2019-11-26 20:28:52,SRX7217529,SRP233284,PRJNA591800,SRS5720177,SAMN13389339,GSM4192585,SRA1003119,
SRR10533571,2019-11-26 22:17:08,SRX7217530,SRP233284,PRJNA591800,SRS5720178,SAMN13389338,GSM4192586,SRA1003119,
SRR10533572,2019-11-26 18:51:32,SRX7217531,SRP233284,PRJNA591800,SRS5720179,SAMN13389337,GSM4192587,SRA1003119,
SRR10533573,2019-11-26 17:59:45,SRX7217532,SRP233284,PRJNA591800,SRS5720180,SAMN13389336,GSM4192588,SRA1003119,
SRR12899098,2020-10-26 13:15:01,SRX9364148,SRP288596,PRJNA671878,SRS7586569,SAMN16553766,GSM4860368,SRA1147863,
SRR12899099,2020-10-26 13:18:42,SRX9364149,SRP288596,PRJNA671878,SRS7586570,SAMN16553765,GSM4860369,SRA1147863,
SRR12899100,2020-10-26 13:13:50,SRX9364150,SRP288596,PRJNA671878,SRS7586571,SAMN16553764,GSM4860370,SRA1147863,
